Row,A2M,ABC,ABP,AGL,AIA,ALD,ALL,ALQ,ALU,ALX,AMC,AMP,ANN,ANZ,APA,APE,APT,APX,ARB,ASB,AST,ASX,AUB,AWC,AZJ,BAP,BEN,BGA,BHP,BIN,BKL,BKW,BLD,BOQ,BPT,BRG,BSL,BVS,BWP,BXB,CAR,CBA,CCL,CCP,CGC,CGF,CHC,CIM,CIP,CKF,CLW,CMW,CNU,COH,COL,CPU,CQR,CSL,CSR,CTD,CUV,CWN,CWY,DHG,DMP,DOW,DXS,ELD,EML,EVN,FBU,FLT,FMG,FPH,GEM,GMG,GNC,GOR,GOZ,GPT,GUD,GWA,HLS,HVN,IAG,IEL,IFL,IGO,ILU,INA,ING,IPH,IPL,IRE,IVC,JBH,JHG,JHX,KGN,LLC,LNK,LYC,MFG,MGR,MIN,MND,MP1,MPL,MQG,MSB,MTS,NAB,NAN,NCM,NEA,NEC,NHF,NSR,NST,NUF,NWH,NWL,NWS,NXT,OBL,ORA,ORG,ORI,OSH,OZL,PBH,PDL,PME,PMV,PNV,PPT,PRN,PRU,PTM,QAN,QBE,QUB,REA,REH,RHC,RIO,RMD,RMS,RRL,RSG,RWC,S32,SBM,SCG,SCP,SDF,SEK,SFR,SGM,SGP,SGR,SHL,SIQ,SKC,SKI,SLR,SOL,SPK,SSM,STO,SUL,SUN,SVW,SYD,TAH,TCL,TGR,TLS,TNE,TWE,URW,VCX,VEA,VOC,VUK,WBC,WEB,WES,WGX,WHC,WOR,WOW,WPL,WPR,WTC,XRO,Z1P
2013-09-27,NaN,0,0.0043888815002,0.016205284979,0,0,0,0,-0.041044776119403,0,0,0,0,0,0,0,NaN,NaN,-0.00619195046439602,0,0,0.00520532099478999,0,0,0,NaN,0.0029498525073699,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0.00321543408359992,0,NaN,0,0,0,0,0,NaN,0,0.00411522633744998,0,NaN,0,0.00531914893616992,0,0,0,0,0,0,NaN,0,0,0.0202020202020201,0,0,0,0,0,0,0,0,0,0,0,0,-0.00283286118980197,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0.00526334443893006,0,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0.01631116687578,NaN,0.00560827078317994,0,0,0,0.0245098039215701,0,0,0,0,0,0,0,-0.00144826961952704,0,0,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,-0.00256881115212104,NaN,NaN,0,0
2013-09-30,NaN,0,-0.017390536723164,-0.016579145285493,0,0,0,0,-0.01556420233463,0,0,0,0,0,0,0,NaN,NaN,-0.014018691588785,0,0,-0.00661680092059802,0,0,0,NaN,-0.017647058823529,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,-0.017628205128205,0,NaN,0,0,0,0,0,NaN,0,-0.012295081967213,0,NaN,0,-0.00529100529100501,0,0,0,0,0,0,NaN,0,0,-0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,-0.011363636363636,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,-0.005235786690172,0,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,-0.018152924637858,0,0,0,0,-0.010197915092914,0,-0.00996015936255001,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,-0.013392740889655,NaN,NaN,0,0
2013-10-01,NaN,0,0.00440212020483011,-0.00324855506977595,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,-0.012638230647709,0,0,0.000868809730669939,0,0,0,NaN,-0.018962075848303,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,-0.00489396411093002,0,NaN,0,0,0,0,0,NaN,0,-0.00829875518672196,0,NaN,0,0.01329787234043,0,0,0,0,0,0,NaN,0,0,-0.00497512437810999,0,0,0,0,0,0,0,0,0,0,0,0,0.02298850574713,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,-0.010526688877862,0,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,-0.00924427290836705,0,0,0,0,0.00294589025413994,0,-0.00603621730382298,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,-0.014094507101362,NaN,NaN,0,0
2013-10-02,NaN,0,0,0.02537378291395,0,0,0,0,-0.019762845849802,0,0,0,0,0,0,0,NaN,NaN,0.00960000000000005,0,0,-0.00810185185185197,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0.0106557377049199,0,NaN,0,0,0,0,0,NaN,0,0.00418410041841,0,NaN,0,0.01837270341207,0,0,0,0,0,0,NaN,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,-0.0248235841960101,0,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0.0132182463636099,0,0,0,0,0.0117337310525401,0,0,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0.00476533406865998,NaN,NaN,0,0
2013-10-03,NaN,0,0,-0.00190047346290101,0,0,0,0,0.01209677419355,0,0,0,0,0,0,0,NaN,NaN,-0.00237717908082402,0,0,0.00495915985998008,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0.00567721005676991,0,NaN,0,0,0,0,0,NaN,0,-0.00416666666666698,0,NaN,0,0.0077319587628899,0,0,0,0,0,0,NaN,0,0,0.0196078431372499,0,0,0,0,0,0,0,0,0,0,0,0,0.0028089887640399,0,0,0.00816283484497005,0,0,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0.00153480043719001,0,0,0,0,-0.005791302516584,0,0.00607287449393001,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0.00105512494970994,NaN,NaN,0,0
2013-10-04,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,-0.002382843526608,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0.00418410041841,0,NaN,0,-0.0153452685422,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00606732640123897,0,0,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,-0.0214542780852131,0,0,0,0,0,0,-0.00402414486921499,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,0,0
2013-10-07,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00606060606060599,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,0,0
2013-10-08,NaN,0,0,0,0,0,0,0,-0.031872509960159,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406255920179999,0,0,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,-0.014423076923077,0,-0.00203252032520296,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,0,0
2013-10-09,NaN,0,0,0,0,0,0,0,-0.00411522633744899,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,-0.007085129310345,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0.0191897654584201,0,0,0,0,0,0,0,0,0,-0.00203354297693903,0,0,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.01756705417521,0,0,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,0,0
2013-10-10,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,-0.00893543515026596,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0.02092050209205,0,0,0,0,0,0,0,0,0,-0.0101464193433189,0,0,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,-0.012307692307692,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.00574961544780006,0,0.00203665987780011,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,0,0
2013-10-11,NaN,0,0,0,0,0,0,0,-0.00387596899224796,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0.00991029630507989,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0.0245901639344299,0,0,0,0,0,0,0,0,0,0.00409592529711,0,0,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0.00623052959502002,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.00715706946218009,0,0.0101626016260199,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,0,0
2013-10-14,NaN,0,0,0,0,0,0,0,0.0194552529182901,0,0,0,0,-0.00479386385426706,0,0,NaN,NaN,0,0,0,0,0.00178911890411992,0,-0.00638297872340399,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,-0.00537634408602194,0,0,0,NaN,0,0,0,NaN,-0.00299939406180605,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,-0.000202425962704034,-0.00600000000000001,0,0,0,0,0.16741071428571,0,0,0,0,-0.016359140194027,0,0,NaN,0,0,0,0.01054088586031,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0.01393777277207,0,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,-0.00569086512944506,0,0,0,0,NaN,0,NaN,0,NaN,0,0,-0.00311518417758205,0,0,0,0,0,NaN,NaN,0,0
2013-10-15,NaN,0,0,0,0,0,0,0,-0.0114503816793891,0,0,0,0,0.01059730250482,0,0,NaN,NaN,0,0,0,0,0.00890255892195002,0,0.00856531049251008,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0.01081081081081,0,0,0,NaN,0,0,0,NaN,0.0280785632527401,0,0,0,0.01031861770295,0,0,0,NaN,0,0,0,0,0,0,0,-0.00101233473635398,0.05835010060362,0,0,0,0,-0.11472275334608,0,0.0137362637362599,0,0,0.00623133286061006,0,0,NaN,0,0,0,-0.020861869139185,NaN,NaN,0,0,0,0,0.0273556231003,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,-0.013746181616218,-0.00309597523219796,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0.0100085999822099,0,0,0,0,NaN,0,NaN,0,NaN,0,0,0.00384855014148,0,0,0,0,0,NaN,NaN,0.0578034682080899,0
2013-10-16,NaN,0,0,0,0,0,0,0,-0.034749034749035,0,0,0,0,0.000317762948840006,0,0,NaN,NaN,0,0,0,0,0.0529529565326201,0,-0.00424628450106102,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,-0.00534759358288805,0,0,0,NaN,0,0,0,NaN,-0.016582097640278,0,0,0,0.00205576817933006,0,0.01581508515815,0,NaN,0,0,0,0,0,0,0,0.00344767794048995,0.0266159695817501,0,0,0,0,-0.043196544276458,0,-0.00813008130081305,0,0,-0.00826410984646297,0,0,NaN,0,0,0,-0.031887800853689,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0.02613332394763,-0.015527950310559,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,-0.013759213759214,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,0,0,-0.0163934426229509,0,0,0.00755667506297009,0,0,NaN,0,0,0,0,0,0.11117136659436,0,0,0,0,0,0,0.00707606030800001,0,-0.00800000000000001,0,0,NaN,-0.00431034482758597,NaN,0,NaN,0,0,0.000239208156350035,0,0,0,0,0,NaN,NaN,0.08196721311475,0
2013-10-17,NaN,0,0,0,0,0,0,0,0.028,0,0,0,0,0.00667090216009991,0,0,NaN,NaN,0,0,0,0,0.00754816305391004,0,-0.00426439232409404,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0.03350970017637,0.00268817204301008,0,0,0,NaN,0,0,0,NaN,0.0019837294112901,0,0,0,0.0163251053056599,0,-0.010778443113772,0,NaN,0,0,0,0,0,0,0,0.00201975771884011,-0.02962962962963,0,0,0,0,0.0338600451467299,0,0.00273224043715992,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0,0,-0.00575507451026103,0.00591715976331009,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0.01188495772522,0.01577287066246,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0.0154459392127599,0,0,NaN,0,0,0,0,0,0,0,0,0,0.00203389830508005,0,0,0,0,-0.00623927624395604,0,0,0,0,NaN,NaN,0,NaN,0,0,0.00750000000000006,0,0,-0.00249999999999995,0,0,NaN,0,0,0,0,0,0,0,-0.00524697901208404,0,0,0,0,-0.014052682983717,0,0,0,0,NaN,0.0216450216450199,NaN,0,NaN,0,0,-0.002873043163515,0,0,0,0,0,NaN,NaN,0.13232323232323,0
2013-10-18,NaN,0,0,0,0,0,0,0,0.0116731517509701,0,0,0,0,0.00536446828652992,0,0,NaN,NaN,0,0,0,0,0.00665734077157998,0,-0.00428265524625304,NaN,0,0,0,NaN,0,0,-0.017900194149901,0,0,0,0,NaN,0,0,0,0,0,0,NaN,-0.022184300341297,0.0160857908847201,0,0,0,NaN,0,0,0,NaN,0.0049495050494901,0,0,0,0.06023578929285,0,0.0139225181598099,0,NaN,0,0,0,0,0,0,0,0.03225770328199,0.0114503816793901,0,0,0,0,-0.032751091703057,0,0.0136239782016301,0,0,0,0,0,NaN,0,0,0,0.02197110040756,NaN,NaN,0,0,0,0.0250765033456499,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0.0335581844683199,0.00621118012421995,0.00954163703576993,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,-0.00547687974336897,-0.0103042198233561,0,0,NaN,0,0,0,0,0,0,0,-0.00505050505050497,0,-0.012855209742896,0,0,0,0,-0.00408099199497702,0,0,0,0,NaN,NaN,0,NaN,0,0,0.0289495450785799,0,0,0.0025062656641599,0,0,NaN,0,0,0,0,0,0,0,0.0399442850292699,0,0,0,0,0.00427293561025999,0,0.01411290322581,0,0,NaN,-0.01271186440678,NaN,0,NaN,0,0,0.00816104285034003,0,0,0,0,0.00420961879267989,NaN,NaN,0.07047279214987,0
2013-10-21,NaN,0,0,0,0,0,0,0,0.0115384615384599,0,0,0,0,0.00816070307596006,0,0,NaN,NaN,0,0,0,0,-0.00496417090811696,0,0.00430107526881995,NaN,0,0,0,NaN,0,0,0.01620611748349,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0.02792321116928,0.02110817941953,0,0,0,NaN,0,0,0,NaN,0.00788020496493003,0,0,0,0.0208417726646699,0,0.0238805970149301,0,NaN,0.0219858156028401,0.03831000631244,0,0,0,0,0,0.01308523956338,0.02830188679245,0,0,0,0,0.02257336343115,0,-0.00268817204301097,0,0,0,0,0,NaN,0,0,0,0.0214987492295999,NaN,NaN,0,0,0,0.0174021930096,0.01764705882353,0,NaN,0,NaN,0,0,-0.01123595505618,0,0,NaN,NaN,0.01654279500676,-0.014610868780952,-0.00308641975308699,-0.000279439374754054,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,-0.00894500826056199,0.000991571641050015,0,0,NaN,0,0,0,0,0,0,0,0.01353637901861,0,0.00753941055517005,0,0,0,0,0.00472813238770997,0,0,0,0,NaN,NaN,0,NaN,0,0,0.01607717041801,0,0,-0.01,0,0,NaN,0,0,0,0,0,-0.074670571010249,0,0.0115932694630101,0,0,0,0,0.00993757729227007,0,-0.00198807157057701,0,0,NaN,0.0042918454935601,NaN,0,NaN,0,0,0.00309911045243005,0,0,0,0,0.00471663115943999,NaN,NaN,-0.033333333333333,0
2013-10-22,NaN,0,0,0,0,0,0,0,0.01520912547529,0,0,0,0,0.00342465753425003,0,0,NaN,NaN,0,0,0,0,-0.000824478601414991,0,0.01070663811563,NaN,0,0,0,NaN,0,0,-0.00399760571208696,0,0,0,0,NaN,0,0,0,0,0,0,NaN,-0.00679117147707997,0,0,0,0,NaN,0,0,0,NaN,0.0166243817684599,0,0,0,-0.00928553004900701,0,-0.010495626822157,0,NaN,0.0256766134628701,-0.0291188863965119,0,0,0,0,0,-0.02294124197956,-0.00733944954128396,0,0,0,0,0,0,-0.00808625336927205,0,0,0,0,0,NaN,0,0,0,0.0315871663827401,NaN,NaN,0,0,0,-0.02219143977612,0.0115606936416199,0,NaN,0,NaN,0,0,0.01988636363636,0,0,NaN,NaN,-0.000783572492418005,-0.018122514186817,-0.00309597523219796,0.00278061662720996,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,-0.010414930183452,0.02377414561664,0,0,NaN,0,0,0,0,0,0,0,0,0,0.00680272108844004,0,0,0,0,0.00345098039216007,0,0,0,0,NaN,NaN,0,NaN,0,0,0.0126582278481,0,0,0.02525252525253,0,0,NaN,0,0,0,0,0,0.08069620253165,0,-0.00644647831277401,0,0,0,0,0,0,-0.00199203187250996,0,0,NaN,0,NaN,0,NaN,0,0,0.00189730819399991,0,0,0,0.00230083405234005,0.000522195965900085,NaN,NaN,0.08620689655172,0
2013-10-23,NaN,0,0,0,0,0,0,0,0.01123595505618,0.0153297263389001,0,0,0,-0.00806701830592604,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,0,0,0.01214500062097,NaN,0,0,0.00401365070507009,0,0,0,0,NaN,0,0,0,0,0,0,NaN,-0.02051282051282,-0.00516795865633102,0,0,0,NaN,0,0,0,NaN,0.00480671191772997,0,0,0,-0.00937255922936697,0,-0.018267530936947,0,NaN,-0.011502029769959,-0.00200811884608698,0,0,0,0,0,0.00473455788874011,0,0,0,0,0,0.0220750551876401,0,-0.002717391304348,0,0,0,0,0,NaN,0,0,0,0.0408036881579901,NaN,NaN,0,0,0,-0.01229516042576,-0.014285714285714,0,NaN,0,NaN,0,0,-0.025069637883008,0,0,NaN,NaN,-0.00569084277151199,-0.011745364563913,0.00310559006210998,-0.016634533861395,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0.01473596393419,0.0145137880986901,0,0,NaN,0,0.18181818181818,0,0,0,0,0,-0.010016694490818,0,-0.023648648648649,0,0,0,0,-0.00500234484914797,0,0,0,0,NaN,NaN,0,NaN,0,0,-0.00312500000000004,0,0,-0.00985221674876802,0,0,NaN,0,0,0,0,0,0.15031722791606,0,-0.02740234773237,0,-0.00841346153846201,0,0,0,0,0.00399201596805998,0,0,NaN,0.0170940170940199,NaN,0,NaN,0,0,-0.00473748692472797,0,0,0,-0.00459110473457702,0.00052192341959989,NaN,NaN,0.01269841269841,0
2013-10-24,NaN,0,0,0,0,0,0,0,-0.00740740740740697,0.0264123257520199,0,0.0164609053497899,0,0.0125117297466399,0,0,NaN,NaN,0,0,0,0,0,0,0.00211864406780005,NaN,0.0195895522388101,0,-0.00400070768580996,NaN,0,0,-0.00797383385352102,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0.0174520069808,-0.012987012987013,0,0,0,NaN,0,0,0,NaN,0.0047837179635899,0,0,0,0.00190033356919006,0,0.01140456182473,0,NaN,-0.0157426420260099,-0.016032367641014,0,0,0,0,0,0.0180679785330899,0,0,0,0,0,0,0,0.00817438692098005,0,0,-0.00607966457023101,0,0,NaN,0,0.00248812485862993,0,0.01960200978448,NaN,NaN,0,0,0,0.00143912780132993,0.0115942028985501,0,NaN,0,NaN,0,-0.00262237762237805,0.00285714285714,0,0,NaN,NaN,0.0055247399178,0.01188495772522,0,0.0033837750055401,0,0,0,NaN,0,NaN,-0.00549450549450503,0,0,NaN,0,0,0,NaN,-0.00345460007272802,0,0,0,NaN,0,-0.015384615384615,0,0,0,0,0,0.00337268128161994,0,-0.01038062283737,0,0,0,0,0.00314218381775011,0,0,0,0,NaN,NaN,0,NaN,0,0,0.0188087774294701,0,0,-0.00497512437810899,0,0,NaN,0,0,0,0,-0.0145631067961171,-0.043699618158676,0,-0.00148246868472102,0,0.00484848484847999,0,0,0,0,0.00198807157058001,0,0,NaN,0.01260504201681,NaN,0,NaN,0,0,-0.00190594345808204,0,0,0,-0.00259440761026197,-0.00312727234405796,NaN,NaN,-0.024294670846395,0
2013-10-25,NaN,0,0,0,0,0.01390374331551,0,0,0,0.0404424212783601,0,-0.02834008097166,0,0.00895891257337,0,0,NaN,NaN,0,0,0,0,0,0,0.00845665961944997,NaN,0.0137236962488601,0,0.00160728406238997,NaN,0,0,-0.012046115720289,0,0,0,0,NaN,0,0,0,0.00926148616955991,0,0,NaN,0.00686106346484006,-0.013157894736842,0,0,0,NaN,0,0,0,NaN,-0.00476094295524698,0,0,0,-0.018866401662665,0,-0.00356083086053405,0,NaN,0.0250347705145999,0.00406790096309995,0,0,0,0,0,-0.016397306830211,0,0,0,0,0,0,0,0.00540540540541001,0,0,0,0,0,NaN,0,-0.00992779783393505,0,0,NaN,NaN,0,0,0,-0.00143705968878205,0.00286532951288998,0,NaN,0,NaN,0,-0.003505696757231,-0.00569800569800605,0,0,NaN,NaN,0.00490762528016009,-0.011745364563913,0,0.01376607096089,0,0,0,NaN,0,NaN,0.00552486187845003,0,0,NaN,0,0,0,NaN,0.0166506691205099,0.00333810205055007,0,0,NaN,0,0,0,0,0,0,0,-0.003361344537815,0,0.00139860139860004,0,0,0,0,-0.00125293657008596,0,0,0,0,NaN,NaN,0,NaN,0,0,-0.014615384615385,0,0,-0.005,0,0,NaN,0,0,0,0,-0.00985221674876802,-0.0226264418811,0,0.000742334830500013,0,-0.00482509047044599,0,0,0,0,0.00595238095238004,0,0,NaN,-0.016597510373444,NaN,0,NaN,0,0,0.00238617371731009,0,0,0,-0.00317919075144502,0.00496594666166006,NaN,NaN,-0.016064257028112,0
